vial,cross,female line,male line,food,month crossed,cross number,average wt per vial,number weighed
15974,11310 x 11314,11310,11314,(F) Fat,08/12,30,1.4933333333,12
15966,11310 x 11314,11310,11314,(N) Normal,08/12,30,1.5691666667,12
15967,11310 x 11314,11310,11314,(N) Normal,08/12,30,1.2686666667,15
11269,11309 x 11310,11309,11310,(F) Fat,05/12,17,1.2573333333,15
11262,11309 x 11310,11309,11310,(N) Normal,05/12,17,1.1125,8
11263,11309 x 11310,11309,11310,(N) Normal,05/12,17,0.7126666667,15
16141,11309 x 11305,11309,11305,(F) Fat,08/12,30,1.3393333333,15
16142,11309 x 11305,11309,11305,(F) Fat,08/12,30,1.43,15
16135,11309 x 11305,11309,11305,(N) Normal,08/12,30,1.5126666667,15
15959,11308 x 11310,11308,11310,(F) Fat,08/12,30,1.4033333333,15
15960,11308 x 11310,11308,11310,(F) Fat,08/12,30,1.404,15
15952,11308 x 11310,11308,11310,(N) Normal,08/12,30,1.2416666667,12
15953,11308 x 11310,11308,11310,(N) Normal,08/12,30,1.2553333333,15
11241,11305 x 11308,11305,11308,(F) Fat,05/12,17,1.564,5
11242,11305 x 11308,11305,11308,(F) Fat,05/12,17,1.7016666667,6
11234,11305 x 11308,11305,11308,(N) Normal,05/12,17,1.55,11
11235,11305 x 11308,11305,11308,(N) Normal,05/12,17,1.829,10
16155,11305 x 11301,11305,11301,(F) Fat,08/12,30,1.369,10
16156,11305 x 11301,11305,11301,(F) Fat,08/12,30,1.24,15
16148,11305 x 11301,11305,11301,(N) Normal,08/12,30,1.21,15
16149,11305 x 11301,11305,11301,(N) Normal,08/12,30,1.414,10
11213,11303 x 11304,11303,11304,(F) Fat,05/12,17,1.03,13
11206,11303 x 11304,11303,11304,(N) Normal,05/12,17,0.6733333333,15
11207,11303 x 11304,11303,11304,(N) Normal,05/12,17,1.134,15
15931,11300 x 11303,11300,11303,(F) Fat,08/12,30,1.498,15
15932,11300 x 11303,11300,11303,(F) Fat,08/12,30,1.4693333333,15
15924,11300 x 11303,11300,11303,(N) Normal,08/12,30,1.5971428571,7
15925,11300 x 11303,11300,11303,(N) Normal,08/12,30,1.348,15
11185,11300 x 11301,11300,11301,(F) Fat,05/12,17,0.772,15
11186,11300 x 11301,11300,11301,(F) Fat,05/12,17,0.6166666667,15
11178,11300 x 11301,11300,11301,(N) Normal,05/12,17,1.38,15
11179,11300 x 11301,11300,11301,(N) Normal,05/12,17,1.166,15
11171,11299 x 11300,11299,11300,(F) Fat,05/12,17,1.0686666667,15
11172,11299 x 11300,11299,11300,(F) Fat,05/12,17,1.092,10
11164,11299 x 11300,11299,11300,(N) Normal,05/12,17,0.866,15
11165,11299 x 11300,11299,11300,(N) Normal,05/12,17,0.92,15
16183,11299 x 11295,11299,11295,(F) Fat,08/12,30,1.686,15
16184,11299 x 11295,11299,11295,(F) Fat,08/12,30,1.466,10
16176,11299 x 11295,11299,11295,(N) Normal,08/12,30,1.424,15
16177,11299 x 11295,11299,11295,(N) Normal,08/12,30,1.5033333333,15
15917,11297 x 11300,11297,11300,(F) Fat,08/12,30,1.544,5
15918,11297 x 11300,11297,11300,(F) Fat,08/12,30,1.4988888889,9
15910,11297 x 11300,11297,11300,(N) Normal,08/12,30,1.6893333333,15
15911,11297 x 11300,11297,11300,(N) Normal,08/12,30,1.635,2
15915,11297 x 11300,11297,11300,(N) Normal,08/12,30,1.374,15
16197,11295 x 11280,11295,11280,(F) Fat,08/12,30,1.6916666667,12
16190,11295 x 11280,11295,11280,(N) Normal,08/12,30,1.412,15
11129,11291 x 11295,11291,11295,(F) Fat,05/12,16,1.29,15
11130,11291 x 11295,11291,11295,(F) Fat,05/12,16,1.42,15
11122,11291 x 11295,11291,11295,(N) Normal,05/12,16,1.452,15
11123,11291 x 11295,11291,11295,(N) Normal,05/12,16,1.334,15
11115,11290 x 11291,11290,11291,(F) Fat,05/12,16,1.2786956522,23
11116,11290 x 11291,11290,11291,(F) Fat,05/12,16,0.9268421053,19
11108,11290 x 11291,11290,11291,(N) Normal,05/12,16,1.3666666667,30
11109,11290 x 11291,11290,11291,(N) Normal,05/12,16,1.2396666667,30
11087,11287 x 11289,11287,11289,(F) Fat,05/12,16,1.2393333333,15
11088,11287 x 11289,11287,11289,(F) Fat,05/12,16,1.0666666667,15
11080,11287 x 11289,11287,11289,(N) Normal,05/12,16,1.1333333333,15
11081,11287 x 11289,11287,11289,(N) Normal,05/12,16,1.344,15
11073,11286 x 11287,11286,11287,(F) Fat,05/12,16,1.4166666667,15
11074,11286 x 11287,11286,11287,(F) Fat,05/12,16,0.8706666667,15
11066,11286 x 11287,11286,11287,(N) Normal,05/12,16,1.108,15
11067,11286 x 11287,11286,11287,(N) Normal,05/12,16,0.6846666667,15
15889,11286 x 11233,11286,11233,(F) Fat,08/12,29,1.2828571429,7
15890,11286 x 11233,11286,11233,(F) Fat,08/12,29,1.2866666667,15
15882,11286 x 11233,11286,11233,(N) Normal,08/12,29,1.39,7
15883,11286 x 11233,11286,11233,(N) Normal,08/12,29,1.4721428571,14
11059,11285 x 11286,11285,11286,(F) Fat,05/12,16,1.2733333333,15
11060,11285 x 11286,11285,11286,(F) Fat,05/12,16,0.9506666667,15
11052,11285 x 11286,11285,11286,(N) Normal,05/12,16,1.0773333333,15
11053,11285 x 11286,11285,11286,(N) Normal,05/12,16,0.8886666667,15
15875,11285 x 11234,11285,11234,(F) Fat,08/12,29,1.625,2
15868,11285 x 11234,11285,11234,(N) Normal,08/12,29,1.4083333333,6
15869,11285 x 11234,11285,11234,(N) Normal,08/12,29,1.428,5
15861,11284 x 11235,11284,11235,(F) Fat,08/12,29,1.521,10
15862,11284 x 11235,11284,11235,(F) Fat,08/12,29,1.4672727273,11
15854,11284 x 11235,11284,11235,(N) Normal,08/12,29,1.2113333333,15
15855,11284 x 11235,11284,11235,(N) Normal,08/12,29,1.3885714286,7
11045,11283 x 11284,11283,11284,(F) Fat,05/12,16,0.9286666667,15
11038,11283 x 11284,11283,11284,(N) Normal,05/12,16,1.658,5
11039,11283 x 11284,11283,11284,(N) Normal,05/12,16,1.182,15
15903,11280 x 11297,11280,11297,(F) Fat,08/12,30,1.5336363636,11
15904,11280 x 11297,11280,11297,(F) Fat,08/12,30,1.535,10
15896,11280 x 11297,11280,11297,(N) Normal,08/12,30,1.5475,8
15897,11280 x 11297,11280,11297,(N) Normal,08/12,30,1.47875,8
11003,11280 x 11281,11280,11281,(F) Fat,05/12,16,1.1786666667,15
11004,11280 x 11281,11280,11281,(F) Fat,05/12,16,1.056,15
10996,11280 x 11281,11280,11281,(N) Normal,05/12,16,0.92,15
10997,11280 x 11281,11280,11281,(N) Normal,05/12,16,0.974,15
10989,11279 x 11280,11279,11280,(F) Fat,05/12,16,1.4806666667,15
10982,11279 x 11280,11279,11280,(N) Normal,05/12,16,1.6785714286,7
10933,11275 x 11277,11275,11277,(F) Fat,04/12,15,0.996,15
10926,11275 x 11277,11275,11277,(N) Normal,04/12,15,0.9426666667,15
10927,11275 x 11277,11275,11277,(N) Normal,04/12,15,1.375,8
10905,11273 x 11274,11273,11274,(F) Fat,04/12,15,1.2866666667,15
10906,11273 x 11274,11273,11274,(F) Fat,04/12,15,1.07,15
10898,11273 x 11274,11273,11274,(N) Normal,04/12,15,0.9526666667,15
10899,11273 x 11274,11273,11274,(N) Normal,04/12,15,0.7206666667,15
10891,11272 x 11273,11272,11273,(F) Fat,04/12,15,0.922,15
10884,11272 x 11273,11272,11273,(N) Normal,04/12,15,1.282,15
10835,11267 x 11268,11267,11268,(F) Fat,04/12,15,1.086,15
10836,11267 x 11268,11267,11268,(F) Fat,04/12,15,1.2,15
10828,11267 x 11268,11267,11268,(N) Normal,04/12,15,1.2533333333,15
10829,11267 x 11268,11267,11268,(N) Normal,04/12,15,1.0473333333,15
15847,11267 x 11241,11267,11241,(F) Fat,08/12,29,1.4777777778,9
15840,11267 x 11241,11267,11241,(N) Normal,08/12,29,1.498,15
15833,11266 x 11242,11266,11242,(F) Fat,08/12,29,1.7518181818,11
15834,11266 x 11242,11266,11242,(F) Fat,08/12,29,1.9946153846,13
15826,11266 x 11242,11266,11242,(N) Normal,08/12,29,1.902,5
15827,11266 x 11242,11266,11242,(N) Normal,08/12,29,1.7127272727,11
10793,11259 x 11264,11259,11264,(F) Fat,04/12,15,1.454,15
10794,11259 x 11264,11259,11264,(F) Fat,04/12,15,1.1993333333,15
10786,11259 x 11264,11259,11264,(N) Normal,04/12,15,1.196,15
10787,11259 x 11264,11259,11264,(N) Normal,04/12,15,0.7953333333,15
15819,11259 x 11243,11259,11243,(F) Fat,08/12,29,1.3633333333,15
15820,11259 x 11243,11259,11243,(F) Fat,08/12,29,1.3126666667,15
15812,11259 x 11243,11259,11243,(N) Normal,08/12,29,1.44,15
15813,11259 x 11243,11259,11243,(N) Normal,08/12,29,1.2581818182,11
10779,11257 x 11258,11257,11258,(F) Fat,04/12,15,1.328,15
10772,11257 x 11258,11257,11258,(N) Normal,04/12,15,1.224,15
15791,11256 x 11247,11256,11247,(F) Fat,08/12,29,1.544,10
15784,11256 x 11247,11256,11247,(N) Normal,08/12,29,1.7033333333,6
15785,11256 x 11247,11256,11247,(N) Normal,08/12,29,1.7525,4
10625,11256 x 11235,11256,11235,(F) Fat,04/12,14,1.1293333333,15
10626,11256 x 11235,11256,11235,(F) Fat,04/12,14,1.1773333333,15
10618,11256 x 11235,11256,11235,(N) Normal,04/12,14,1.082,15
10619,11256 x 11235,11256,11235,(N) Normal,04/12,14,1.1535714286,14
10597,11252 x 11254,11252,11254,(F) Fat,04/12,14,1.75,15
10598,11252 x 11254,11252,11254,(F) Fat,04/12,14,1.2273333333,15
10590,11252 x 11254,11252,11254,(N) Normal,04/12,14,1.1446666667,15
10591,11252 x 11254,11252,11254,(N) Normal,04/12,14,1.378,15
10569,11248 x 11251,11248,11251,(F) Fat,04/12,14,1.1933333333,15
10570,11248 x 11251,11248,11251,(F) Fat,04/12,14,1.288,15
10562,11248 x 11251,11248,11251,(N) Normal,04/12,14,1.5266666667,12
10563,11248 x 11251,11248,11251,(N) Normal,04/12,14,1.4506666667,15
15735,11244 x 11258,11244,11258,(F) Fat,08/12,29,1.5893333333,15
15736,11244 x 11258,11244,11258,(F) Fat,08/12,29,1.5128571429,28
15728,11244 x 11258,11244,11258,(N) Normal,08/12,29,1.664,10
15729,11244 x 11258,11244,11258,(N) Normal,08/12,29,1.5738461538,13
10765,11244 x 11247,11244,11247,(F) Fat,04/12,14,1.2106666667,15
10766,11244 x 11247,11244,11247,(F) Fat,04/12,14,1.148,15
10758,11244 x 11247,11244,11247,(N) Normal,04/12,14,0.9266666667,15
10759,11244 x 11247,11244,11247,(N) Normal,04/12,14,1.0773333333,15
15721,11243 x 11259,11243,11259,(F) Fat,08/12,29,1.5284615385,13
15722,11243 x 11259,11243,11259,(F) Fat,08/12,29,1.426,10
15714,11243 x 11259,11243,11259,(N) Normal,08/12,29,1.4425,12
15715,11243 x 11259,11243,11259,(N) Normal,08/12,29,1.362,15
10541,11242 x 11243,11242,11243,(F) Fat,04/12,14,1.4946666667,15
10542,11242 x 11243,11242,11243,(F) Fat,04/12,14,1.6493333333,15
10534,11242 x 11243,11242,11243,(N) Normal,04/12,14,1.2446666667,15
10535,11242 x 11243,11242,11243,(N) Normal,04/12,14,1.5186666667,15
15693,11241 x 11267,11241,11267,(F) Fat,08/12,29,1.555,10
15694,11241 x 11267,11241,11267,(F) Fat,08/12,29,1.674,15
15686,11241 x 11267,11241,11267,(N) Normal,08/12,29,1.619,10
15687,11241 x 11267,11241,11267,(N) Normal,08/12,29,1.868,15
10751,11236 x 11238,11236,11238,(F) Fat,04/12,14,1.3086666667,15
10752,11236 x 11238,11236,11238,(F) Fat,04/12,14,1.4553846154,13
10756,11236 x 11238,11236,11238,(F) Fat,04/12,14,0.9006666667,15
10744,11236 x 11238,11236,11238,(N) Normal,04/12,14,1.5186666667,15
10745,11236 x 11238,11236,11238,(N) Normal,04/12,14,1.6126666667,15
15651,11234 x 11285,11234,11285,(F) Fat,08/12,29,1.376,10
15652,11234 x 11285,11234,11285,(F) Fat,08/12,29,1.481,10
15644,11234 x 11285,11234,11285,(N) Normal,08/12,29,1.276,15
15645,11234 x 11285,11234,11285,(N) Normal,08/12,29,1.29375,8
10695,11234 x 11230,11234,11230,(F) Fat,04/12,14,1.31,15
10696,11234 x 11230,11234,11230,(F) Fat,04/12,14,1.3513333333,15
10688,11234 x 11230,11234,11230,(N) Normal,04/12,14,1.352,15
10689,11234 x 11230,11234,11230,(N) Normal,04/12,14,1.0886666667,15
10499,11234 x 11215,11234,11215,(F) Fat,04/12,13,1.4730769231,13
10500,11234 x 11215,11234,11215,(F) Fat,04/12,13,1.4254545455,11
10492,11234 x 11215,11234,11215,(N) Normal,04/12,13,1.2766666667,15
10493,11234 x 11215,11234,11215,(N) Normal,04/12,13,1.2042857143,14
10632,11233 x 11234,11233,11234,(N) Normal,04/12,14,1.1633333333,15
15623,11231 x 11208,11231,11208,(F) Fat,07/12,28,1.4411111111,9
15624,11231 x 11208,11231,11208,(F) Fat,07/12,28,1.2718181818,11
15616,11231 x 11208,11231,11208,(N) Normal,07/12,28,1.324,15
15617,11231 x 11208,11231,11208,(N) Normal,07/12,28,1.3442857143,7
10444,11229 x 11230,11229,11230,(F) Fat,04/12,13,1.3866666667,15
10436,11229 x 11230,11229,11230,(N) Normal,04/12,13,1.342,15
10437,11229 x 11230,11229,11230,(N) Normal,04/12,13,1.64,14
10709,11229 x 11227,11229,11227,(F) Fat,04/12,14,1.5406666667,15
10702,11229 x 11227,11229,11227,(N) Normal,04/12,14,1.4126666667,15
10703,11229 x 11227,11229,11227,(N) Normal,04/12,14,1.2892307692,13
10716,11228 x 11225,11228,11225,(N) Normal,04/12,14,1.056,15
10416,11227 x 11228,11227,11228,(F) Fat,04/12,13,1.2975,16
10409,11227 x 11228,11227,11228,(N) Normal,04/12,13,1.2913333333,15
10401,11226 x 11227,11226,11227,(F) Fat,04/12,13,1.3316666667,12
10394,11226 x 11227,11226,11227,(N) Normal,04/12,13,1.218,15
10395,11226 x 11227,11226,11227,(N) Normal,04/12,13,1.32,12
10387,11225 x 11226,11225,11226,(F) Fat,04/12,13,1.46,8
10388,11225 x 11226,11225,11226,(F) Fat,04/12,13,1.5309090909,11
10380,11225 x 11226,11225,11226,(N) Normal,04/12,13,1.8264285714,14
10381,11225 x 11226,11225,11226,(N) Normal,04/12,13,1.4809090909,11
15609,11225 x 11182,11225,11182,(F) Fat,07/12,28,1.3893333333,15
15610,11225 x 11182,11225,11182,(F) Fat,07/12,28,1.5433333333,15
15602,11225 x 11182,11225,11182,(N) Normal,07/12,28,1.4206666667,15
15603,11225 x 11182,11225,11182,(N) Normal,07/12,28,1.4235714286,14
15595,11224 x 11193,11224,11193,(F) Fat,07/12,28,1.6335714286,14
15596,11224 x 11193,11224,11193,(F) Fat,07/12,28,1.6269230769,13
10359,11223 x 11224,11223,11224,(F) Fat,04/12,13,1.3733333333,12
10352,11223 x 11224,11223,11224,(N) Normal,04/12,13,1.6913333333,15
10353,11223 x 11224,11223,11224,(N) Normal,04/12,13,1.292,15
10346,11222 x 11223,11222,11223,(F) Fat,04/12,13,1.5408333333,12
10348,11222 x 11223,11222,11223,(F) Fat,04/12,13,1.256,5
10338,11222 x 11223,11222,11223,(N) Normal,04/12,13,1.4357142857,7
10339,11222 x 11223,11222,11223,(N) Normal,04/12,13,1.4727272727,11
10331,11221 x 11222,11221,11222,(F) Fat,04/12,13,0.977826087,23
10332,11221 x 11222,11221,11222,(F) Fat,04/12,13,1.0264285714,14
10324,11221 x 11222,11221,11222,(N) Normal,04/12,13,0.84125,24
10325,11221 x 11222,11221,11222,(N) Normal,04/12,13,0.9126666667,15
15581,11221 x 11194,11221,11194,(F) Fat,07/12,28,1.4853846154,13
15575,11221 x 11194,11221,11194,(N) Normal,07/12,28,1.6286666667,15
10317,11220 x 11221,11220,11221,(F) Fat,04/12,13,1.414,10
10310,11220 x 11221,11220,11221,(N) Normal,04/12,13,1.0853333333,15
10311,11220 x 11221,11220,11221,(N) Normal,04/12,13,1.2793333333,15
15567,11219 x 11195,11219,11195,(F) Fat,07/12,28,1.6422222222,9
15568,11219 x 11195,11219,11195,(F) Fat,07/12,28,1.6293333333,15
15560,11219 x 11195,11219,11195,(N) Normal,07/12,28,1.572,15
15561,11219 x 11195,11219,11195,(N) Normal,07/12,28,1.6346666667,15
10275,11217 x 11218,11217,11218,(F) Fat,04/12,13,1.1683333333,30
10276,11217 x 11218,11217,11218,(F) Fat,04/12,13,0.8693333333,15
10268,11217 x 11218,11217,11218,(N) Normal,04/12,13,0.9606666667,30
10269,11217 x 11218,11217,11218,(N) Normal,04/12,13,0.8853571429,56
15539,11216 x 11198,11216,11198,(F) Fat,07/12,28,1.6211111111,9
15540,11216 x 11198,11216,11198,(F) Fat,07/12,28,1.5866666667,9
15532,11216 x 11198,11216,11198,(N) Normal,07/12,28,1.5006666667,15
15533,11216 x 11198,11216,11198,(N) Normal,07/12,28,1.3166666667,15
10247,11215 x 11216,11215,11216,(F) Fat,04/12,13,0.9746666667,15
10240,11215 x 11216,11215,11216,(N) Normal,04/12,13,1.5906666667,15
10241,11215 x 11216,11215,11216,(N) Normal,04/12,13,0.8733333333,15
15504,11214 x 11200,11214,11200,(N) Normal,07/12,28,1.6,14
10177,11214 x 11193,11214,11193,(F) Fat,04/12,12,1.678,15
10170,11214 x 11193,11214,11193,(N) Normal,04/12,12,1.090625,16
10163,11213 x 11214,11213,11214,(F) Fat,04/12,12,1.0006666667,15
10164,11213 x 11214,11213,11214,(F) Fat,04/12,12,0.8057142857,14
10157,11213 x 11214,11213,11214,(N) Normal,04/12,12,1.12,15
15497,11213 x 11201,11213,11201,(F) Fat,07/12,28,1.4636363636,11
15498,11213 x 11201,11213,11201,(F) Fat,07/12,28,1.4253333333,15
15490,11213 x 11201,11213,11201,(N) Normal,07/12,28,1.435,10
15491,11213 x 11201,11213,11201,(N) Normal,07/12,28,1.4918181818,11
10149,11212 x 11213,11212,11213,(F) Fat,04/12,12,1.6266666667,6
10155,11212 x 11213,11212,11213,(F) Fat,04/12,12,0.9993333333,15
10142,11212 x 11213,11212,11213,(N) Normal,04/12,12,1.4383333333,6
15483,11212 x 11204,11212,11204,(F) Fat,07/12,28,1.8271428571,14
15476,11212 x 11204,11212,11204,(N) Normal,07/12,28,1.4872727273,11
15469,11211 x 11205,11211,11205,(F) Fat,07/12,28,1.6157142857,14
15470,11211 x 11205,11211,11205,(F) Fat,07/12,28,1.5653333333,15
15462,11211 x 11205,11211,11205,(N) Normal,07/12,28,1.3873333333,15
15463,11211 x 11205,11211,11205,(N) Normal,07/12,28,2.016,5
15455,11210 x 11206,11210,11206,(F) Fat,07/12,28,1.506,15
15456,11210 x 11206,11210,11206,(F) Fat,07/12,28,1.3773333333,15
15448,11210 x 11206,11210,11206,(N) Normal,07/12,28,1.41,15
15449,11210 x 11206,11210,11206,(N) Normal,07/12,28,1.3666666667,6
10121,11209 x 11210,11209,11210,(F) Fat,04/12,12,0.9969230769,13
10122,11209 x 11210,11209,11210,(F) Fat,04/12,12,1.01,15
10114,11209 x 11210,11209,11210,(N) Normal,04/12,12,1.3793333333,15
10115,11209 x 11210,11209,11210,(N) Normal,04/12,12,1.0153333333,15
15434,11209 x 11207,11209,11207,(N) Normal,07/12,28,1.7078571429,14
10107,11208 x 11209,11208,11209,(F) Fat,04/12,12,1.22,15
10100,11208 x 11209,11208,11209,(N) Normal,04/12,12,0.6146666667,15
10101,11208 x 11209,11208,11209,(N) Normal,04/12,12,0.708,15
10106,11208 x 11209,11208,11209,(N) Normal,04/12,12,0.9592307692,13
15413,11207 x 11209,11207,11209,(F) Fat,07/12,28,1.414,15
15414,11207 x 11209,11207,11209,(F) Fat,07/12,28,1.472,15
15406,11207 x 11209,11207,11209,(N) Normal,07/12,28,1.6371428571,7
15407,11207 x 11209,11207,11209,(N) Normal,07/12,28,1.688,10
10233,11207 x 11180,11207,11180,(F) Fat,04/12,12,1.05625,8
10234,11207 x 11180,11207,11180,(F) Fat,04/12,12,0.8177777778,27
10226,11207 x 11180,11207,11180,(N) Normal,04/12,12,0.854,15
10227,11207 x 11180,11207,11180,(N) Normal,04/12,12,1.4055555556,18
10093,11206 x 11207,11206,11207,(F) Fat,04/12,12,1.658,5
10086,11206 x 11207,11206,11207,(N) Normal,04/12,12,1.4655555556,9
15385,11205 x 11211,11205,11211,(F) Fat,07/12,28,1.5169230769,13
15386,11205 x 11211,11205,11211,(F) Fat,07/12,28,1.4623076923,13
15378,11205 x 11211,11205,11211,(N) Normal,07/12,28,1.60875,8
15379,11205 x 11211,11205,11211,(N) Normal,07/12,28,1.576,15
10080,11205 x 11206,11205,11206,(F) Fat,04/12,12,1.3607692308,13
10072,11205 x 11206,11205,11206,(N) Normal,04/12,12,1.0853333333,15
10073,11205 x 11206,11205,11206,(N) Normal,04/12,12,1.1853333333,15
10037,11201 x 11202,11201,11202,(F) Fat,04/12,12,1.38,11
10038,11201 x 11202,11201,11202,(F) Fat,04/12,12,1.1442857143,14
10030,11201 x 11202,11201,11202,(N) Normal,04/12,12,1.0173333333,15
10031,11201 x 11202,11201,11202,(N) Normal,04/12,12,0.8841666667,12
10023,11200 x 11201,11200,11201,(F) Fat,04/12,12,1.3725,12
10024,11200 x 11201,11200,11201,(F) Fat,04/12,12,1.4066666667,6
10016,11200 x 11201,11200,11201,(N) Normal,04/12,12,1.3606666667,15
9995,11198 x 11199,11198,11199,(F) Fat,04/12,12,1.812,10
9996,11198 x 11199,11198,11199,(F) Fat,04/12,12,1.6871428571,7
10219,11197 x 11173,11197,11173,(F) Fat,04/12,12,1.1623076923,13
10212,11197 x 11173,11197,11173,(N) Normal,04/12,12,1.4333333333,15
15301,11196 x 11217,11196,11217,(F) Fat,07/12,28,1.6130769231,13
15295,11196 x 11217,11196,11217,(N) Normal,07/12,28,1.4646666667,15
15287,11195 x 11219,11195,11219,(F) Fat,07/12,28,1.734,5
15288,11195 x 11219,11195,11219,(F) Fat,07/12,28,1.61875,8
15280,11195 x 11219,11195,11219,(N) Normal,07/12,28,1.2635714286,14
15281,11195 x 11219,11195,11219,(N) Normal,07/12,28,1.6066666667,12
15273,11194 x 11221,11194,11221,(F) Fat,07/12,28,1.5686666667,15
15266,11194 x 11221,11194,11221,(N) Normal,07/12,28,1.5666666667,15
9939,11194 x 11195,11194,11195,(F) Fat,04/12,12,1.165625,16
9940,11194 x 11195,11194,11195,(F) Fat,04/12,12,1.2106666667,15
9932,11194 x 11195,11194,11195,(N) Normal,04/12,12,1.4426666667,15
9933,11194 x 11195,11194,11195,(N) Normal,04/12,12,1.3073333333,15
15259,11193 x 11224,11193,11224,(F) Fat,07/12,28,1.474,5
15260,11193 x 11224,11193,11224,(F) Fat,07/12,28,1.6242857143,7
15252,11193 x 11224,11193,11224,(N) Normal,07/12,28,1.6386666667,15
15253,11193 x 11224,11193,11224,(N) Normal,07/12,28,1.6281818182,11
10191,11193 x 11172,11193,11172,(F) Fat,04/12,12,1.1093333333,15
10186,11193 x 11172,11193,11172,(N) Normal,04/12,12,1.012,30
9925,11192 x 11172,11192,11172,(F) Fat,03/12,12,1.6628571429,7
9918,11192 x 11172,11192,11172,(N) Normal,03/12,12,1.3153333333,15
9883,11189 x 11190,11189,11190,(F) Fat,03/12,11,1.2706666667,15
9884,11189 x 11190,11189,11190,(F) Fat,03/12,11,1.2493333333,15
9876,11189 x 11190,11189,11190,(N) Normal,03/12,11,1.2953333333,15
9827,11185 x 11186,11185,11186,(F) Fat,03/12,11,1.6858333333,12
9820,11185 x 11186,11185,11186,(N) Normal,03/12,11,0.6046666667,15
9821,11185 x 11186,11185,11186,(N) Normal,03/12,11,1.444,15
9824,11185 x 11186,11185,11186,(N) Normal,03/12,11,1.436,15
9826,11185 x 11186,11185,11186,(N) Normal,03/12,11,1.488,15
9813,11183 x 11185,11183,11185,(F) Fat,03/12,11,1.21,12
9806,11183 x 11185,11183,11185,(N) Normal,03/12,11,1.0973333333,15
9807,11183 x 11185,11183,11185,(N) Normal,03/12,11,1.4026666667,15
9785,11180 x 11181,11180,11181,(F) Fat,03/12,11,1.4114285714,14
9786,11180 x 11181,11180,11181,(F) Fat,03/12,11,1.2746666667,15
9778,11180 x 11181,11180,11181,(N) Normal,03/12,11,1.442,15
9779,11180 x 11181,11180,11181,(N) Normal,03/12,11,1.1786666667,15
9771,11179 x 11180,11179,11180,(F) Fat,03/12,11,0.55,15
9772,11179 x 11180,11179,11180,(F) Fat,03/12,11,1.016,15
9764,11179 x 11180,11179,11180,(N) Normal,03/12,11,1.158,15
9765,11179 x 11180,11179,11180,(N) Normal,03/12,11,1.0913333333,15
9757,11178 x 11179,11178,11179,(F) Fat,03/12,11,0.9576923077,13
9758,11178 x 11179,11178,11179,(F) Fat,03/12,11,1.6386666667,15
9750,11178 x 11179,11178,11179,(N) Normal,03/12,11,0.8933333333,15
9751,11178 x 11179,11178,11179,(N) Normal,03/12,11,1.3833333333,15
9743,11176 x 11178,11176,11178,(F) Fat,03/12,11,0.9066666667,3
9744,11176 x 11178,11176,11178,(F) Fat,03/12,11,1.0057142857,14
9736,11176 x 11178,11176,11178,(N) Normal,03/12,11,1.0993333333,15
9737,11176 x 11178,11176,11178,(N) Normal,03/12,11,0.5253846154,13
9701,11173 x 11174,11173,11174,(F) Fat,03/12,11,1.3833333333,3
9694,11173 x 11174,11173,11174,(N) Normal,03/12,11,1.7583333333,6
9695,11173 x 11174,11173,11174,(N) Normal,03/12,11,1.77,5
9645,11162 x 11167,11162,11167,(F) Fat,03/12,10,1.7428571429,7
9651,11162 x 11167,11162,11167,(F) Fat,03/12,10,1.3333333333,15
9638,11162 x 11167,11162,11167,(N) Normal,03/12,10,1.526,15
9641,11162 x 11167,11162,11167,(N) Normal,03/12,10,1.6726666667,15
9603,11159 x 11160,11159,11160,(F) Fat,03/12,10,1.5286666667,15
9604,11159 x 11160,11159,11160,(F) Fat,03/12,10,1.4833333333,15
9605,11159 x 11160,11159,11160,(F) Fat,03/12,10,1.7346666667,15
9597,11159 x 11160,11159,11160,(N) Normal,03/12,10,1.624,15
9569,11156 x 11157,11156,11157,(N) Normal,03/12,10,1.512,15
9561,11155 x 11156,11155,11156,(F) Fat,03/12,10,1.2614285714,28
9562,11155 x 11156,11155,11156,(F) Fat,03/12,10,1.257,30
9554,11155 x 11156,11155,11156,(N) Normal,03/12,10,1.38875,16
9555,11155 x 11156,11155,11156,(N) Normal,03/12,10,1.2373333333,15
9547,11154 x 11155,11154,11155,(F) Fat,03/12,10,1.246,15
9540,11154 x 11155,11154,11155,(N) Normal,03/12,10,1.3313333333,15
9541,11154 x 11155,11154,11155,(N) Normal,03/12,10,1.682,15
9533,11153 x 11154,11153,11154,(F) Fat,03/12,10,1.45,8
9526,11153 x 11154,11153,11154,(N) Normal,03/12,10,1.7957142857,14
9527,11153 x 11154,11153,11154,(N) Normal,03/12,10,1.656,15
15189,11150 x 11180,11150,11180,(F) Fat,07/12,27,1.466,15
15190,11150 x 11180,11150,11180,(F) Fat,07/12,27,1.4778571429,14
15182,11150 x 11180,11150,11180,(N) Normal,07/12,27,1.5425,4
15183,11150 x 11180,11150,11180,(N) Normal,07/12,27,1.3757142857,7
9491,11149 x 11150,11149,11150,(F) Fat,03/12,10,1.516,15
9492,11149 x 11150,11149,11150,(F) Fat,03/12,10,1.278,15
9484,11149 x 11150,11149,11150,(N) Normal,03/12,10,1.516,15
9485,11149 x 11150,11149,11150,(N) Normal,03/12,10,1.5253333333,15
15161,11148 x 11150,11148,11150,(F) Fat,07/12,27,1.3706666667,15
