"vial","cross.type","female.line","male.line","food.type","month.crossed","cross.number","number.weighed","y"
10233,"11207 x 11180",11207,11180,"(F) Fat","04/12",12,8,1.05625
10234,"11207 x 11180",11207,11180,"(F) Fat","04/12",12,27,0.8177777778
10226,"11207 x 11180",11207,11180,"(N) Normal","04/12",12,15,0.854
10227,"11207 x 11180",11207,11180,"(N) Normal","04/12",12,18,1.4055555556
10093,"11206 x 11207",11206,11207,"(F) Fat","04/12",12,5,1.658
10086,"11206 x 11207",11206,11207,"(N) Normal","04/12",12,9,1.4655555556
15385,"11205 x 11211",11205,11211,"(F) Fat","07/12",28,13,1.5169230769
15386,"11205 x 11211",11205,11211,"(F) Fat","07/12",28,13,1.4623076923
15378,"11205 x 11211",11205,11211,"(N) Normal","07/12",28,8,1.60875
15379,"11205 x 11211",11205,11211,"(N) Normal","07/12",28,15,1.576
10080,"11205 x 11206",11205,11206,"(F) Fat","04/12",12,13,1.3607692308
10072,"11205 x 11206",11205,11206,"(N) Normal","04/12",12,15,1.0853333333
10073,"11205 x 11206",11205,11206,"(N) Normal","04/12",12,15,1.1853333333
10037,"11201 x 11202",11201,11202,"(F) Fat","04/12",12,11,1.38
10038,"11201 x 11202",11201,11202,"(F) Fat","04/12",12,14,1.1442857143
10030,"11201 x 11202",11201,11202,"(N) Normal","04/12",12,15,1.0173333333
10031,"11201 x 11202",11201,11202,"(N) Normal","04/12",12,12,0.8841666667
10023,"11200 x 11201",11200,11201,"(F) Fat","04/12",12,12,1.3725
10024,"11200 x 11201",11200,11201,"(F) Fat","04/12",12,6,1.4066666667
10016,"11200 x 11201",11200,11201,"(N) Normal","04/12",12,15,1.3606666667
9995,"11198 x 11199",11198,11199,"(F) Fat","04/12",12,10,1.812
9996,"11198 x 11199",11198,11199,"(F) Fat","04/12",12,7,1.6871428571
10219,"11197 x 11173",11197,11173,"(F) Fat","04/12",12,13,1.1623076923
10212,"11197 x 11173",11197,11173,"(N) Normal","04/12",12,15,1.4333333333
15301,"11196 x 11217",11196,11217,"(F) Fat","07/12",28,13,1.6130769231
15295,"11196 x 11217",11196,11217,"(N) Normal","07/12",28,15,1.4646666667
15287,"11195 x 11219",11195,11219,"(F) Fat","07/12",28,5,1.734
15288,"11195 x 11219",11195,11219,"(F) Fat","07/12",28,8,1.61875
15280,"11195 x 11219",11195,11219,"(N) Normal","07/12",28,14,1.2635714286
15281,"11195 x 11219",11195,11219,"(N) Normal","07/12",28,12,1.6066666667
15273,"11194 x 11221",11194,11221,"(F) Fat","07/12",28,15,1.5686666667
15266,"11194 x 11221",11194,11221,"(N) Normal","07/12",28,15,1.5666666667
9939,"11194 x 11195",11194,11195,"(F) Fat","04/12",12,16,1.165625
9940,"11194 x 11195",11194,11195,"(F) Fat","04/12",12,15,1.2106666667
9932,"11194 x 11195",11194,11195,"(N) Normal","04/12",12,15,1.4426666667
9933,"11194 x 11195",11194,11195,"(N) Normal","04/12",12,15,1.3073333333
15259,"11193 x 11224",11193,11224,"(F) Fat","07/12",28,5,1.474
15260,"11193 x 11224",11193,11224,"(F) Fat","07/12",28,7,1.6242857143
15252,"11193 x 11224",11193,11224,"(N) Normal","07/12",28,15,1.6386666667
15253,"11193 x 11224",11193,11224,"(N) Normal","07/12",28,11,1.6281818182
10191,"11193 x 11172",11193,11172,"(F) Fat","04/12",12,15,1.1093333333
10186,"11193 x 11172",11193,11172,"(N) Normal","04/12",12,30,1.012
9925,"11192 x 11172",11192,11172,"(F) Fat","03/12",12,7,1.6628571429
9918,"11192 x 11172",11192,11172,"(N) Normal","03/12",12,15,1.3153333333
9883,"11189 x 11190",11189,11190,"(F) Fat","03/12",11,15,1.2706666667
9884,"11189 x 11190",11189,11190,"(F) Fat","03/12",11,15,1.2493333333
9876,"11189 x 11190",11189,11190,"(N) Normal","03/12",11,15,1.2953333333
9827,"11185 x 11186",11185,11186,"(F) Fat","03/12",11,12,1.6858333333
9820,"11185 x 11186",11185,11186,"(N) Normal","03/12",11,15,0.6046666667
9821,"11185 x 11186",11185,11186,"(N) Normal","03/12",11,15,1.444
9824,"11185 x 11186",11185,11186,"(N) Normal","03/12",11,15,1.436
9826,"11185 x 11186",11185,11186,"(N) Normal","03/12",11,15,1.488
9813,"11183 x 11185",11183,11185,"(F) Fat","03/12",11,12,1.21
9806,"11183 x 11185",11183,11185,"(N) Normal","03/12",11,15,1.0973333333
9807,"11183 x 11185",11183,11185,"(N) Normal","03/12",11,15,1.4026666667
9785,"11180 x 11181",11180,11181,"(F) Fat","03/12",11,14,1.4114285714
9786,"11180 x 11181",11180,11181,"(F) Fat","03/12",11,15,1.2746666667
9778,"11180 x 11181",11180,11181,"(N) Normal","03/12",11,15,1.442
9779,"11180 x 11181",11180,11181,"(N) Normal","03/12",11,15,1.1786666667
9771,"11179 x 11180",11179,11180,"(F) Fat","03/12",11,15,0.55
9772,"11179 x 11180",11179,11180,"(F) Fat","03/12",11,15,1.016
9764,"11179 x 11180",11179,11180,"(N) Normal","03/12",11,15,1.158
9765,"11179 x 11180",11179,11180,"(N) Normal","03/12",11,15,1.0913333333
9757,"11178 x 11179",11178,11179,"(F) Fat","03/12",11,13,0.9576923077
9758,"11178 x 11179",11178,11179,"(F) Fat","03/12",11,15,1.6386666667
9750,"11178 x 11179",11178,11179,"(N) Normal","03/12",11,15,0.8933333333
9751,"11178 x 11179",11178,11179,"(N) Normal","03/12",11,15,1.3833333333
9743,"11176 x 11178",11176,11178,"(F) Fat","03/12",11,3,0.9066666667
9744,"11176 x 11178",11176,11178,"(F) Fat","03/12",11,14,1.0057142857
9736,"11176 x 11178",11176,11178,"(N) Normal","03/12",11,15,1.0993333333
9737,"11176 x 11178",11176,11178,"(N) Normal","03/12",11,13,0.5253846154
9701,"11173 x 11174",11173,11174,"(F) Fat","03/12",11,3,1.3833333333
9694,"11173 x 11174",11173,11174,"(N) Normal","03/12",11,6,1.7583333333
9695,"11173 x 11174",11173,11174,"(N) Normal","03/12",11,5,1.77
9645,"11162 x 11167",11162,11167,"(F) Fat","03/12",10,7,1.7428571429
9651,"11162 x 11167",11162,11167,"(F) Fat","03/12",10,15,1.3333333333
9638,"11162 x 11167",11162,11167,"(N) Normal","03/12",10,15,1.526
9641,"11162 x 11167",11162,11167,"(N) Normal","03/12",10,15,1.6726666667
9603,"11159 x 11160",11159,11160,"(F) Fat","03/12",10,15,1.5286666667
9604,"11159 x 11160",11159,11160,"(F) Fat","03/12",10,15,1.4833333333
9605,"11159 x 11160",11159,11160,"(F) Fat","03/12",10,15,1.7346666667
9597,"11159 x 11160",11159,11160,"(N) Normal","03/12",10,15,1.624
9569,"11156 x 11157",11156,11157,"(N) Normal","03/12",10,15,1.512
9561,"11155 x 11156",11155,11156,"(F) Fat","03/12",10,28,1.2614285714
9562,"11155 x 11156",11155,11156,"(F) Fat","03/12",10,30,1.257
9554,"11155 x 11156",11155,11156,"(N) Normal","03/12",10,16,1.38875
9555,"11155 x 11156",11155,11156,"(N) Normal","03/12",10,15,1.2373333333
9547,"11154 x 11155",11154,11155,"(F) Fat","03/12",10,15,1.246
9540,"11154 x 11155",11154,11155,"(N) Normal","03/12",10,15,1.3313333333
9541,"11154 x 11155",11154,11155,"(N) Normal","03/12",10,15,1.682
9533,"11153 x 11154",11153,11154,"(F) Fat","03/12",10,8,1.45
9526,"11153 x 11154",11153,11154,"(N) Normal","03/12",10,14,1.7957142857
9527,"11153 x 11154",11153,11154,"(N) Normal","03/12",10,15,1.656
15189,"11150 x 11180",11150,11180,"(F) Fat","07/12",27,15,1.466
15190,"11150 x 11180",11150,11180,"(F) Fat","07/12",27,14,1.4778571429
15182,"11150 x 11180",11150,11180,"(N) Normal","07/12",27,4,1.5425
15183,"11150 x 11180",11150,11180,"(N) Normal","07/12",27,7,1.3757142857
9491,"11149 x 11150",11149,11150,"(F) Fat","03/12",10,15,1.516
9492,"11149 x 11150",11149,11150,"(F) Fat","03/12",10,15,1.278
9484,"11149 x 11150",11149,11150,"(N) Normal","03/12",10,15,1.516
9485,"11149 x 11150",11149,11150,"(N) Normal","03/12",10,15,1.5253333333
15161,"11148 x 11150",11148,11150,"(F) Fat","07/12",27,15,1.3706666667
15162,"11148 x 11150",11148,11150,"(F) Fat","07/12",27,8,1.3175
15154,"11148 x 11150",11148,11150,"(N) Normal","07/12",27,15,1.43
15155,"11148 x 11150",11148,11150,"(N) Normal","07/12",27,3,1.4833333333
9477,"11148 x 11149",11148,11149,"(F) Fat","03/12",10,10,1.485
9478,"11148 x 11149",11148,11149,"(F) Fat","03/12",10,15,1.438
9470,"11148 x 11149",11148,11149,"(N) Normal","03/12",10,15,1.4633333333
9471,"11148 x 11149",11148,11149,"(N) Normal","03/12",10,15,1.2753333333
9463,"11147 x 11148",11147,11148,"(F) Fat","03/12",10,15,1.6986666667
9464,"11147 x 11148",11147,11148,"(F) Fat","03/12",10,2,1.775
9456,"11147 x 11148",11147,11148,"(N) Normal","03/12",10,15,1.764
9449,"11146 x 11147",11146,11147,"(F) Fat","03/12",10,14,1.5792857143
9450,"11146 x 11147",11146,11147,"(F) Fat","03/12",10,15,1.636
9442,"11146 x 11147",11146,11147,"(N) Normal","03/12",10,15,1.5166666667
9443,"11146 x 11147",11146,11147,"(N) Normal","03/12",10,15,1.5686666667
9421,"11144 x 11145",11144,11145,"(F) Fat","03/12",10,10,1.613
9422,"11144 x 11145",11144,11145,"(F) Fat","03/12",10,15,1.494
9414,"11144 x 11145",11144,11145,"(N) Normal","03/12",10,17,1.3723529412
9407,"11143 x 11105",11143,11105,"(F) Fat","03/12",9,12,1.4875
9408,"11143 x 11105",11143,11105,"(F) Fat","03/12",9,10,1.536
9400,"11143 x 11105",11143,11105,"(N) Normal","03/12",9,15,1.7233333333
9401,"11143 x 11105",11143,11105,"(N) Normal","03/12",9,12,1.5975
9351,"11138 x 11142",11138,11142,"(F) Fat","03/12",9,7,1.5428571429
9344,"11138 x 11142",11138,11142,"(N) Normal","03/12",9,14,1.6942857143
9345,"11138 x 11142",11138,11142,"(N) Normal","03/12",9,6,1.8816666667
9337,"11135 x  11138",11135,11138,"(F) Fat","03/12",9,15,1.2953333333
9338,"11135 x  11138",11135,11138,"(F) Fat","03/12",9,13,1.2530769231
9330,"11135 x  11138",11135,11138,"(N) Normal","03/12",9,22,1.3768181818
9331,"11135 x  11138",11135,11138,"(N) Normal","03/12",9,33,1.4678787879
15147,"11133 x 11149",11133,11149,"(F) Fat","07/12",27,30,1.4543333333
15148,"11133 x 11149",11133,11149,"(F) Fat","07/12",27,15,1.5506666667
15140,"11133 x 11149",11133,11149,"(N) Normal","07/12",27,15,1.19
15141,"11133 x 11149",11133,11149,"(N) Normal","07/12",27,15,1.306
15120,"11129 x 11133",11129,11133,"(F) Fat","07/12",27,15,1.4653333333
15112,"11129 x 11133",11129,11133,"(N) Normal","07/12",27,15,1.0446666667
15113,"11129 x 11133",11129,11133,"(N) Normal","07/12",27,4,1.635
9295,"11129 x 11131",11129,11131,"(F) Fat","03/12",9,6,1.7733333333
9296,"11129 x 11131",11129,11131,"(F) Fat","03/12",9,8,1.8725
9288,"11129 x 11131",11129,11131,"(N) Normal","03/12",9,12,1.8858333333
15105,"11128 x 11131",11128,11131,"(F) Fat","07/12",27,15,1.43
15099,"11128 x 11131",11128,11131,"(N) Normal","07/12",27,12,1.2958333333
9267,"11127 x 11128",11127,11128,"(F) Fat","03/12",9,7,1.9085714286
9260,"11127 x 11128",11127,11128,"(N) Normal","03/12",9,9,1.7566666667
9253,"11126 x 11127",11126,11127,"(F) Fat","03/12",9,12,1.7883333333
9254,"11126 x 11127",11126,11127,"(F) Fat","03/12",9,5,1.898
9246,"11126 x 11127",11126,11127,"(N) Normal","03/12",9,10,1.713
9247,"11126 x 11127",11126,11127,"(N) Normal","03/12",9,15,1.6593333333
9211,"11121 x 11124",11121,11124,"(F) Fat","03/12",9,5,1.624
9204,"11121 x 11124",11121,11124,"(N) Normal","03/12",9,8,1.70625
9205,"11121 x 11124",11121,11124,"(N) Normal","03/12",9,15,1.534
15091,"11118 x 11129",11118,11129,"(F) Fat","07/12",27,8,1.525
15092,"11118 x 11129",11118,11129,"(F) Fat","07/12",27,8,1.48375
15084,"11118 x 11129",11118,11129,"(N) Normal","07/12",27,15,1.546
9169,"11117 x 11118",11117,11118,"(F) Fat","03/12",8,20,1.31
9170,"11117 x 11118",11117,11118,"(F) Fat","03/12",8,20,1.3025
9162,"11117 x 11118",11117,11118,"(N) Normal","03/12",8,21,1.8633333333
9163,"11117 x 11118",11117,11118,"(N) Normal","03/12",8,29,1.5320689655
9198,"11116 x 11121",11116,11121,"(F) Fat","03/12",9,7,1.9642857143
9199,"11116 x 11121",11116,11121,"(F) Fat","03/12",9,14,1.6792857143
9190,"11116 x 11121",11116,11121,"(N) Normal","03/12",9,12,1.5625
9191,"11116 x 11121",11116,11121,"(N) Normal","03/12",9,7,2.2385714286
9155,"11114 x 11117",11114,11117,"(F) Fat","03/12",8,12,1.6441666667
9156,"11114 x 11117",11114,11117,"(F) Fat","03/12",8,10,1.76
9148,"11114 x 11117",11114,11117,"(N) Normal","03/12",8,15,1.7926666667
9149,"11114 x 11117",11114,11117,"(N) Normal","03/12",8,11,1.8972727273
9141,"11113 x 11114",11113,11114,"(F) Fat","03/12",8,20,1.574
9142,"11113 x 11114",11113,11114,"(F) Fat","03/12",8,18,1.4633333333
9134,"11113 x 11114",11113,11114,"(N) Normal","03/12",8,48,1.3870833333
9135,"11113 x 11114",11113,11114,"(N) Normal","03/12",8,26,1.8192307692
9127,"11112 x 11113",11112,11113,"(F) Fat","03/12",8,6,1.775
9128,"11112 x 11113",11112,11113,"(F) Fat","03/12",8,16,1.60375
9120,"11112 x 11113",11112,11113,"(N) Normal","03/12",8,19,1.7421052632
9121,"11112 x 11113",11112,11113,"(N) Normal","03/12",8,19,1.6647368421
15077,"11111 x 11128",11111,11128,"(F) Fat","07/12",27,8,1.22875
15078,"11111 x 11128",11111,11128,"(F) Fat","07/12",27,8,1.67
15070,"11111 x 11128",11111,11128,"(N) Normal","07/12",27,12,1.2575
15071,"11111 x 11128",11111,11128,"(N) Normal","07/12",27,15,1.3626666667
9113,"11111 x 11112",11111,11112,"(F) Fat","03/12",8,22,1.5927272727
9114,"11111 x 11112",11111,11112,"(F) Fat","03/12",8,23,1.5182608696
15049,"11109 x 11111",11109,11111,"(F) Fat","07/12",27,14,1.23
15050,"11109 x 11111",11109,11111,"(F) Fat","07/12",27,8,1.2975
15042,"11109 x 11111",11109,11111,"(N) Normal","07/12",27,3,1.5033333333
15043,"11109 x 11111",11109,11111,"(N) Normal","07/12",27,15,1.506
9057,"11104 x 11106",11104,11106,"(F) Fat","03/12",8,7,1.6842857143
9058,"11104 x 11106",11104,11106,"(F) Fat","03/12",8,13,1.5307692308
9050,"11104 x 11106",11104,11106,"(N) Normal","03/12",8,7,1.8585714286
9051,"11104 x 11106",11104,11106,"(N) Normal","03/12",8,21,1.499047619
15021,"11104 x 11099",11104,11099,"(F) Fat","07/12",27,9,1.25
15022,"11104 x 11099",11104,11099,"(F) Fat","07/12",27,11,1.2681818182
15014,"11104 x 11099",11104,11099,"(N) Normal","07/12",27,12,1.5175
15015,"11104 x 11099",11104,11099,"(N) Normal","07/12",27,3,1.42
15007,"11103 x 11097",11103,11097,"(F) Fat","07/12",27,11,1.2427272727
15008,"11103 x 11097",11103,11097,"(F) Fat","07/12",27,10,1.227
15000,"11103 x 11097",11103,11097,"(N) Normal","07/12",27,15,1.0546666667
9015,"11100 x 11081",11100,11081,"(F) Fat","03/12",7,11,1.0354545455
9016,"11100 x 11081",11100,11081,"(F) Fat","03/12",7,4,1.475
9009,"11100 x 11081",11100,11081,"(N) Normal","03/12",7,5,1.204
14980,"11099 x 11101",11099,11101,"(F) Fat","07/12",27,9,1.46
14972,"11099 x 11101",11099,11101,"(N) Normal","07/12",27,15,1.2393333333
14973,"11099 x 11101",11099,11101,"(N) Normal","07/12",27,15,1.158
9001,"11099 x 11100",11099,11100,"(F) Fat","03/12",7,1,1.05
8994,"11099 x 11100",11099,11100,"(N) Normal","03/12",7,5,1.286
8995,"11099 x 11100",11099,11100,"(N) Normal","03/12",7,10,1.196
14951,"11097 x 11104",11097,11104,"(F) Fat","07/12",27,9,1.5333333333
14944,"11097 x 11104",11097,11104,"(N) Normal","07/12",27,6,1.4733333333
14945,"11097 x 11104",11097,11104,"(N) Normal","07/12",27,15,1.5913333333
8959,"11096 x 11097",11096,11097,"(F) Fat","03/12",7,11,1.1536363636
8960,"11096 x 11097",11096,11097,"(F) Fat","03/12",7,9,1.3044444444
8952,"11096 x 11097",11096,11097,"(N) Normal","03/12",7,3,1.4633333333
8953,"11096 x 11097",11096,11097,"(N) Normal","03/12",7,14,0.7785714286
8917,"11093 x 11094",11093,11094,"(F) Fat","03/12",7,12,1.6516666667
8918,"11093 x 11094",11093,11094,"(F) Fat","03/12",7,7,1.3171428571
8911,"11093 x 11094",11093,11094,"(N) Normal","03/12",7,15,1.264
8903,"11092 x 11093",11092,11093,"(F) Fat","03/12",7,4,1.43
8904,"11092 x 11093",11092,11093,"(F) Fat","03/12",7,9,1.5588888889
8896,"11092 x 11093",11092,11093,"(N) Normal","03/12",7,7,1.62
8897,"11092 x 11093",11092,11093,"(N) Normal","03/12",7,7,1.5442857143
8889,"11091 x 11092",11091,11092,"(F) Fat","03/12",7,4,1.8325
8890,"11091 x 11092",11091,11092,"(F) Fat","03/12",7,17,1.6752941176
8882,"11091 x 11092",11091,11092,"(N) Normal","03/12",7,7,1.32
8883,"11091 x 11092",11091,11092,"(N) Normal","03/12",7,13,1.4938461538
8875,"11090 x 11091",11090,11091,"(F) Fat","03/12",7,3,1.5533333333
8868,"11090 x 11091",11090,11091,"(N) Normal","03/12",7,3,1.5966666667
8869,"11090 x 11091",11090,11091,"(N) Normal","03/12",7,4,1.4775
8861,"11089 x 11090",11089,11090,"(F) Fat","03/12",7,4,1.6125
8862,"11089 x 11090",11089,11090,"(F) Fat","03/12",7,4,1.535
8854,"11089 x 11090",11089,11090,"(N) Normal","03/12",7,2,1.35
8855,"11089 x 11090",11089,11090,"(N) Normal","03/12",7,4,1.2575
14896,"11087 x 11094",11087,11094,"(F) Fat","07/12",27,7,1.4857142857
14888,"11087 x 11094",11087,11094,"(N) Normal","07/12",27,15,1.6333333333
14889,"11087 x 11094",11087,11094,"(N) Normal","07/12",27,10,1.136
8833,"11086 x 11087",11086,11087,"(F) Fat","03/12",7,5,1.73
8834,"11086 x 11087",11086,11087,"(F) Fat","03/12",7,8,1.88
8826,"11086 x 11087",11086,11087,"(N) Normal","03/12",7,11,1.2718181818
14867,"11084 x 11098",11084,11098,"(F) Fat","07/12",27,1,1.68
14868,"11084 x 11098",11084,11098,"(F) Fat","07/12",27,15,1.454
14860,"11084 x 11098",11084,11098,"(N) Normal","07/12",27,1,1.27
14861,"11084 x 11098",11084,11098,"(N) Normal","07/12",27,11,1.5654545455
8770,"11081 x 11083",11081,11083,"(N) Normal","03/12",7,3,1.5133333333
8771,"11081 x 11083",11081,11083,"(N) Normal","03/12",7,2,1.835
14853,"11079 x 11084",11079,11084,"(F) Fat","07/12",27,5,1.312
14846,"11079 x 11084",11079,11084,"(N) Normal","07/12",27,15,1.2606666667
14847,"11079 x 11084",11079,11084,"(N) Normal","07/12",27,8,1.18
14839,"11078 x 11096",11078,11096,"(F) Fat","07/12",27,9,1.58
14845,"11078 x 11096",11078,11096,"(F) Fat","07/12",27,13,1.5946153846
14832,"11078 x 11096",11078,11096,"(N) Normal","07/12",27,15,1.38
14833,"11078 x 11096",11078,11096,"(N) Normal","07/12",27,4,1.4175
8742,"11078 x 11079",11078,11079,"(N) Normal","02/12",6,10,1.565
8735,"11077 x 11078",11077,11078,"(F) Fat","02/12",6,8,1.71125
8728,"11077 x 11078",11077,11078,"(N) Normal","02/12",6,13,1.7569230769
8729,"11077 x 11078",11077,11078,"(N) Normal","02/12",6,15,1.668
8732,"11077 x 11078",11077,11078,"(N) Normal","02/12",6,8,1.68875
8721,"11076 x 11077",11076,11077,"(F) Fat","02/12",6,13,0.87
8722,"11076 x 11077",11076,11077,"(F) Fat","02/12",6,2,1.065
8714,"11076 x 11077",11076,11077,"(N) Normal","02/12",6,15,1.744
8715,"11076 x 11077",11076,11077,"(N) Normal","02/12",6,15,1.6153333333
8707,"11074 x 11076",11074,11076,"(F) Fat","02/12",6,15,0.9466666667
8708,"11074 x 11076",11074,11076,"(F) Fat","02/12",6,12,1.3783333333
8700,"11074 x 11076",11074,11076,"(N) Normal","02/12",6,15,1.62
8701,"11074 x 11076",11074,11076,"(N) Normal","02/12",6,15,1.2746666667
14825,"11073 x 11078",11073,11078,"(F) Fat","07/12",27,12,1.2108333333
14826,"11073 x 11078",11073,11078,"(F) Fat","07/12",27,13,1.3184615385
14818,"11073 x 11078",11073,11078,"(N) Normal","07/12",27,15,1.3646666667
14819,"11073 x 11078",11073,11078,"(N) Normal","07/12",27,14,1.3985714286
14824,"11073 x 11078",11073,11078,"(N) Normal","07/12",27,15,1.4433333333
8693,"11073 x 11074",11073,11074,"(F) Fat","02/12",6,15,0.8126666667
8694,"11073 x 11074",11073,11074,"(F) Fat","02/12",6,15,1.3686666667
8686,"11073 x 11074",11073,11074,"(N) Normal","02/12",6,15,1.374
8687,"11073 x 11074",11073,11074,"(N) Normal","02/12",6,15,1.4906666667
14727,"11071 x 12096",11071,12096,"(F) Fat","07/12",26,9,1.6
14728,"11071 x 12096",11071,12096,"(F) Fat","07/12",26,10,1.615
14720,"11071 x 12096",11071,12096,"(N) Normal","07/12",26,14,1.4157142857
14721,"11071 x 12096",11071,12096,"(N) Normal","07/12",26,15,1.6846666667
14812,"11071 x 11073",11071,11073,"(F) Fat","07/12",27,15,1.464
14805,"11071 x 11073",11071,11073,"(N) Normal","07/12",27,15,1.2226666667
8665,"11069 x 11071",11069,11071,"(F) Fat","02/12",6,10,1.339
8666,"11069 x 11071",11069,11071,"(F) Fat","02/12",6,2,1.415
8658,"11069 x 11071",11069,11071,"(N) Normal","02/12",6,15,1.5713333333
8659,"11069 x 11071",11069,11071,"(N) Normal","02/12",6,15,1.408
14713,"11068 x 11071",11068,11071,"(F) Fat","07/12",26,12,1.585
14714,"11068 x 11071",11068,11071,"(F) Fat","07/12",26,12,1.4466666667
14706,"11068 x 11071",11068,11071,"(N) Normal","07/12",26,5,1.724
14707,"11068 x 11071",11068,11071,"(N) Normal","07/12",26,15,1.6293333333
8651,"11068 x 11069",11068,11069,"(F) Fat","02/12",6,2,2.225
8652,"11068 x 11069",11068,11069,"(F) Fat","02/12",6,2,1.295
8645,"11068 x 11069",11068,11069,"(N) Normal","02/12",6,6,2.11
8638,"11067 x 11068",11067,11068,"(F) Fat","02/12",6,3,1.42
8630,"11067 x 11068",11067,11068,"(N) Normal","02/12",6,10,1.717
8631,"11067 x 11068",11067,11068,"(N) Normal","02/12",6,14,1.6078571429
8623,"11066 x 11067",11066,11067,"(F) Fat","02/12",6,15,1.4986666667
8624,"11066 x 11067",11066,11067,"(F) Fat","02/12",6,7,1.2314285714
8616,"11066 x 11067",11066,11067,"(N) Normal","02/12",6,15,1.5053333333
8617,"11066 x 11067",11066,11067,"(N) Normal","02/12",6,13,1.4561538462
14685,"11066 x 11067",11066,11067,"(F) Fat","07/12",26,13,1.4761538462
14678,"11066 x 11067",11066,11067,"(N) Normal","07/12",26,10,1.374
14679,"11066 x 11067",11066,11067,"(N) Normal","07/12",26,15,1.1153333333
14671,"11065 x 11066",11065,11066,"(F) Fat","07/12",26,15,1.344
14672,"11065 x 11066",11065,11066,"(F) Fat","07/12",26,2,1.405
14665,"11065 x 11066",11065,11066,"(N) Normal","07/12",26,15,1.23
8595,"11063 x 11065",11063,11065,"(F) Fat","02/12",6,17,1.5458823529
8588,"11063 x 11065",11063,11065,"(N) Normal","02/12",6,15,1.6213333333
8589,"11063 x 11065",11063,11065,"(N) Normal","02/12",6,6,1.8483333333
14658,"11063 x 11065",11063,11065,"(F) Fat","07/12",26,15,1.554
14659,"11063 x 11065",11063,11065,"(F) Fat","07/12",26,12,1.3891666667
14650,"11063 x 11065",11063,11065,"(N) Normal","07/12",26,13,1.2784615385
14651,"11063 x 11065",11063,11065,"(N) Normal","07/12",26,7,1.7357142857
14643,"11062 x 11063",11062,11063,"(F) Fat","07/12",26,15,1.638
14644,"11062 x 11063",11062,11063,"(F) Fat","07/12",26,15,1.4593333333
14636,"11062 x 11063",11062,11063,"(N) Normal","07/12",26,15,1.442
14637,"11062 x 11063",11062,11063,"(N) Normal","07/12",26,15,1.748
8567,"11060 x 11062",11060,11062,"(F) Fat","02/12",6,15,1.9293333333
8568,"11060 x 11062",11060,11062,"(F) Fat","02/12",6,13,1.7230769231
8560,"11060 x 11062",11060,11062,"(N) Normal","02/12",6,15,1.7533333333
8561,"11060 x 11062",11060,11062,"(N) Normal","02/12",6,14,1.6007142857
14783,"11059 x 11062",11059,11062,"(F) Fat","07/12",26,9,1.7744444444
14784,"11059 x 11062",11059,11062,"(F) Fat","07/12",26,15,1.2866666667
14776,"11059 x 11062",11059,11062,"(N) Normal","07/12",26,10,1.598
14777,"11059 x 11062",11059,11062,"(N) Normal","07/12",26,8,1.54125
8553,"11059 x 11060",11059,11060,"(F) Fat","02/12",6,13,1.5330769231
8554,"11059 x 11060",11059,11060,"(F) Fat","02/12",6,14,1.5435714286
8546,"11059 x 11060",11059,11060,"(N) Normal","02/12",6,10,1.606
8547,"11059 x 11060",11059,11060,"(N) Normal","02/12",6,15,1.7
14629,"11057 x 11059",11057,11059,"(F) Fat","07/12",26,10,1.551
14630,"11057 x 11059",11057,11059,"(F) Fat","07/12",26,14,1.5635714286
14622,"11057 x 11059",11057,11059,"(N) Normal","07/12",26,10,1.341
14623,"11057 x 11059",11057,11059,"(N) Normal","07/12",26,15,1.3813333333
8427,"11057 x 11035",11057,11035,"(F) Fat","02/12",4,15,1.4646666667
8420,"11057 x 11035",11057,11035,"(N) Normal","02/12",4,14,1.6542857143
8421,"11057 x 11035",11057,11035,"(N) Normal","02/12",4,15,1.232
8413,"11056 x 11057",11056,11057,"(F) Fat","02/12",4,11,1.3372727273
8414,"11056 x 11057",11056,11057,"(F) Fat","02/12",4,15,1.2613333333
8406,"11056 x 11057",11056,11057,"(N) Normal","02/12",4,15,1.3126666667
8399,"11055 x 11056",11055,11056,"(F) Fat","02/12",4,17,1.21
8400,"11055 x 11056",11055,11056,"(F) Fat","02/12",4,14,1.4757142857
8392,"11055 x 11056",11055,11056,"(N) Normal","02/12",4,14,1.1907142857
8393,"11055 x 11056",11055,11056,"(N) Normal","02/12",4,15,1.194
14615,"11054 x 11056",11054,11056,"(F) Fat","07/12",26,15,1.5366666667
14616,"11054 x 11056",11054,11056,"(F) Fat","07/12",26,2,1.545
14609,"11054 x 11056",11054,11056,"(N) Normal","07/12",26,15,1.382
8385,"11054 x 11055",11054,11055,"(F) Fat","02/12",4,15,1.3266666667
8386,"11054 x 11055",11054,11055,"(F) Fat","02/12",4,9,1.3588888889
8378,"11054 x 11055",11054,11055,"(N) Normal","02/12",4,10,1.706
8379,"11054 x 11055",11054,11055,"(N) Normal","02/12",4,15,1.56
8371,"11053 x 11054",11053,11054,"(F) Fat","02/12",4,6,1.2
8372,"11053 x 11054",11053,11054,"(F) Fat","02/12",4,14,1.7064285714
8364,"11053 x 11054",11053,11054,"(N) Normal","02/12",4,6,1.565
8365,"11053 x 11054",11053,11054,"(N) Normal","02/12",4,11,1.5154545455
8357,"11051 x 11053",11051,11053,"(F) Fat","02/12",4,7,1.6457142857
8358,"11051 x 11053",11051,11053,"(F) Fat","02/12",4,26,1.5223076923
